| file | runtime_surface | classification | related_issue_ids | migration_target | revisit_lane | reason |
| apps/web-demo/src/hooks/modules/usePermissionRoutes.ts | console | app-runtime-integration | C-02, C-05 | keep app-specific hook integration local unless M4 approves package extraction | M4 | Existing app hook runtime access is classified as app integration. |
| apps/web-demo/src/hooks/modules/usePermissionRoutes.ts | setTimeout | app-runtime-integration | C-02, C-05 | keep app-specific hook integration local unless M4 approves package extraction | M4 | Existing app hook runtime access is classified as app integration. |
| apps/web-demo/src/hooks/modules/useThemeSwitch.ts | addEventListener | app-local-shared-candidate | B-11, C-02, C-05 | split theme transition primitives into vue-app-platform and keep app UI integration local | M5 | Existing theme transition runtime access is classified for future extraction planning. |
| apps/web-demo/src/hooks/modules/useThemeSwitch.ts | clearTimeout | app-local-shared-candidate | B-11, C-02, C-05 | split theme transition primitives into vue-app-platform and keep app UI integration local | M5 | Existing theme transition runtime access is classified for future extraction planning. |
| apps/web-demo/src/hooks/modules/useThemeSwitch.ts | console | app-local-shared-candidate | B-11, C-02, C-05 | split theme transition primitives into vue-app-platform and keep app UI integration local | M5 | Existing theme transition runtime access is classified for future extraction planning. |
| apps/web-demo/src/hooks/modules/useThemeSwitch.ts | document | app-local-shared-candidate | B-11, C-02, C-05 | split theme transition primitives into vue-app-platform and keep app UI integration local | M5 | Existing theme transition runtime access is classified for future extraction planning. |
| apps/web-demo/src/hooks/modules/useThemeSwitch.ts | documentElement | app-local-shared-candidate | B-11, C-02, C-05 | split theme transition primitives into vue-app-platform and keep app UI integration local | M5 | Existing theme transition runtime access is classified for future extraction planning. |
| apps/web-demo/src/hooks/modules/useThemeSwitch.ts | localStorage | app-local-shared-candidate | B-11, C-02, C-05 | split theme transition primitives into vue-app-platform and keep app UI integration local | M5 | Existing theme transition runtime access is classified for future extraction planning. |
| apps/web-demo/src/hooks/modules/useThemeSwitch.ts | requestAnimationFrame | app-local-shared-candidate | B-11, C-02, C-05 | split theme transition primitives into vue-app-platform and keep app UI integration local | M5 | Existing theme transition runtime access is classified for future extraction planning. |
| apps/web-demo/src/hooks/modules/useThemeSwitch.ts | setTimeout | app-local-shared-candidate | B-11, C-02, C-05 | split theme transition primitives into vue-app-platform and keep app UI integration local | M5 | Existing theme transition runtime access is classified for future extraction planning. |
| apps/web-demo/src/hooks/modules/useThemeSwitch.ts | window | app-local-shared-candidate | B-11, C-02, C-05 | split theme transition primitives into vue-app-platform and keep app UI integration local | M5 | Existing theme transition runtime access is classified for future extraction planning. |
| apps/web-demo/src/layouts/components/admin/AdminMenuPopup.tsx | cancelAnimationFrame | web-app-layout | C-02, C-05 | keep layout integration app-owned; extract reusable platform primitive only with owner approval | M4/M5 | Existing layout/browser integration is app-local runtime behavior. |
| apps/web-demo/src/layouts/components/admin/AdminMenuPopup.tsx | document | web-app-layout | C-02, C-05 | keep layout integration app-owned; extract reusable platform primitive only with owner approval | M4/M5 | Existing layout/browser integration is app-local runtime behavior. |
| apps/web-demo/src/layouts/components/admin/AdminMenuPopup.tsx | documentElement | web-app-layout | C-02, C-05 | keep layout integration app-owned; extract reusable platform primitive only with owner approval | M4/M5 | Existing layout/browser integration is app-local runtime behavior. |
| apps/web-demo/src/layouts/components/admin/AdminMenuPopup.tsx | requestAnimationFrame | web-app-layout | C-02, C-05 | keep layout integration app-owned; extract reusable platform primitive only with owner approval | M4/M5 | Existing layout/browser integration is app-local runtime behavior. |
| apps/web-demo/src/layouts/components/admin/AdminMenuPopup.tsx | window | web-app-layout | C-02, C-05 | keep layout integration app-owned; extract reusable platform primitive only with owner approval | M4/M5 | Existing layout/browser integration is app-local runtime behavior. |
| apps/web-demo/src/layouts/components/admin/AdminSidebarMenuInline.tsx | document | web-app-layout | C-02, C-05 | keep layout integration app-owned; extract reusable platform primitive only with owner approval | M4/M5 | Existing layout/browser integration is app-local runtime behavior. |
| apps/web-demo/src/layouts/components/admin/AdminTabsBar.tsx | window | web-app-layout | C-02, C-05 | keep layout integration app-owned; extract reusable platform primitive only with owner approval | M4/M5 | Existing layout/browser integration is app-local runtime behavior. |
| apps/web-demo/src/layouts/components/AnimateRouterView.vue | console | web-app-layout | C-02, C-05 | keep layout integration app-owned; extract reusable platform primitive only with owner approval | M4/M5 | Existing layout/browser integration is app-local runtime behavior. |
| apps/web-demo/src/layouts/components/AnimateRouterView.vue | import.meta.env | web-app-layout | C-02, C-05 | keep layout integration app-owned; extract reusable platform primitive only with owner approval | M4/M5 | Existing layout/browser integration is app-local runtime behavior. |
| apps/web-demo/src/layouts/components/AppPrimeVueGlobals.vue | window | web-app-layout | C-02, C-05 | keep layout integration app-owned; extract reusable platform primitive only with owner approval | M4/M5 | Existing layout/browser integration is app-local runtime behavior. |
| apps/web-demo/src/layouts/components/AsyncErrorFallback.vue | location | web-app-layout | C-02, C-05 | keep layout integration app-owned; extract reusable platform primitive only with owner approval | M4/M5 | Existing layout/browser integration is app-local runtime behavior. |
| apps/web-demo/src/layouts/components/AsyncErrorFallback.vue | window | web-app-layout | C-02, C-05 | keep layout integration app-owned; extract reusable platform primitive only with owner approval | M4/M5 | Existing layout/browser integration is app-local runtime behavior. |
| apps/web-demo/src/layouts/components/ContextMenuProvider.vue | addEventListener | web-app-layout | C-02, C-05 | keep layout integration app-owned; extract reusable platform primitive only with owner approval | M4/M5 | Existing layout/browser integration is app-local runtime behavior. |
| apps/web-demo/src/layouts/components/ContextMenuProvider.vue | document | web-app-layout | C-02, C-05 | keep layout integration app-owned; extract reusable platform primitive only with owner approval | M4/M5 | Existing layout/browser integration is app-local runtime behavior. |
| apps/web-demo/src/layouts/components/ContextMenuProvider.vue | removeEventListener | web-app-layout | C-02, C-05 | keep layout integration app-owned; extract reusable platform primitive only with owner approval | M4/M5 | Existing layout/browser integration is app-local runtime behavior. |
| apps/web-demo/src/layouts/components/ContextMenuProvider.vue | window | web-app-layout | C-02, C-05 | keep layout integration app-owned; extract reusable platform primitive only with owner approval | M4/M5 | Existing layout/browser integration is app-local runtime behavior. |
| apps/web-demo/src/layouts/components/LoadingLottie.vue | console | web-app-layout | C-02, C-05 | keep layout integration app-owned; extract reusable platform primitive only with owner approval | M4/M5 | Existing layout/browser integration is app-local runtime behavior. |
| apps/web-demo/src/layouts/components/LoadingLottie.vue | fetch | web-app-layout | C-02, C-05 | keep layout integration app-owned; extract reusable platform primitive only with owner approval | M4/M5 | Existing layout/browser integration is app-local runtime behavior. |
| apps/web-demo/src/layouts/components/LoadingLottie.vue | import.meta.env | web-app-layout | C-02, C-05 | keep layout integration app-owned; extract reusable platform primitive only with owner approval | M4/M5 | Existing layout/browser integration is app-local runtime behavior. |
| apps/web-demo/src/layouts/index.vue | document | web-app-layout | C-02, C-05 | keep layout integration app-owned; extract reusable platform primitive only with owner approval | M4/M5 | Existing layout/browser integration is app-local runtime behavior. |
| apps/web-demo/src/layouts/index.vue | documentElement | web-app-layout | C-02, C-05 | keep layout integration app-owned; extract reusable platform primitive only with owner approval | M4/M5 | Existing layout/browser integration is app-local runtime behavior. |
| apps/web-demo/src/locales/index.ts | document | web-app-bootstrap | C-02, C-05 | keep app bootstrap/router/env integration app-owned; move reusable primitives only in approved lanes | M4/M5 | Existing app bootstrap/router runtime access is classified as app shell behavior. |
| apps/web-demo/src/locales/index.ts | documentElement | web-app-bootstrap | C-02, C-05 | keep app bootstrap/router/env integration app-owned; move reusable primitives only in approved lanes | M4/M5 | Existing app bootstrap/router runtime access is classified as app shell behavior. |
| apps/web-demo/src/locales/index.ts | import.meta.env | web-app-bootstrap | C-02, C-05 | keep app bootstrap/router/env integration app-owned; move reusable primitives only in approved lanes | M4/M5 | Existing app bootstrap/router runtime access is classified as app shell behavior. |
| apps/web-demo/src/main.ts | addEventListener | web-app-bootstrap | C-02, C-05 | keep app bootstrap/router/env integration app-owned; move reusable primitives only in approved lanes | M4/M5 | Existing app bootstrap/router runtime access is classified as app shell behavior. |
| apps/web-demo/src/main.ts | document | web-app-bootstrap | C-02, C-05 | keep app bootstrap/router/env integration app-owned; move reusable primitives only in approved lanes | M4/M5 | Existing app bootstrap/router runtime access is classified as app shell behavior. |
| apps/web-demo/src/main.ts | location | web-app-bootstrap | C-02, C-05 | keep app bootstrap/router/env integration app-owned; move reusable primitives only in approved lanes | M4/M5 | Existing app bootstrap/router runtime access is classified as app shell behavior. |
| apps/web-demo/src/main.ts | window | web-app-bootstrap | C-02, C-05 | keep app bootstrap/router/env integration app-owned; move reusable primitives only in approved lanes | M4/M5 | Existing app bootstrap/router runtime access is classified as app shell behavior. |
| apps/web-demo/src/plugins/modules/errorHandler.ts | addEventListener | web-app-plugin | C-02, C-05, C-06 | keep plugin wiring app-owned unless a package adapter is approved | M4 | Existing browser runtime use is app plugin/bootstrap integration debt. |
| apps/web-demo/src/plugins/modules/errorHandler.ts | import.meta.env | web-app-plugin | C-02, C-05, C-06 | keep plugin wiring app-owned unless a package adapter is approved | M4 | Existing browser runtime use is app plugin/bootstrap integration debt. |
| apps/web-demo/src/plugins/modules/errorHandler.ts | window | web-app-plugin | C-02, C-05, C-06 | keep plugin wiring app-owned unless a package adapter is approved | M4 | Existing browser runtime use is app plugin/bootstrap integration debt. |
| apps/web-demo/src/plugins/modules/proform.ts | import.meta.env | web-app-plugin | C-02, C-05, C-06 | keep plugin wiring app-owned unless a package adapter is approved | M4 | Existing browser runtime use is app plugin/bootstrap integration debt. |
| apps/web-demo/src/plugins/modules/proform.ts | window | web-app-plugin | C-02, C-05, C-06 | keep plugin wiring app-owned unless a package adapter is approved | M4 | Existing browser runtime use is app plugin/bootstrap integration debt. |
| apps/web-demo/src/router/index.ts | import.meta.env | web-app-bootstrap | C-02, C-05 | keep app bootstrap/router/env integration app-owned; move reusable primitives only in approved lanes | M4/M5 | Existing app bootstrap/router runtime access is classified as app shell behavior. |
| apps/web-demo/src/router/modules/core.ts | import.meta.env | web-app-bootstrap | C-02, C-05 | keep app bootstrap/router/env integration app-owned; move reusable primitives only in approved lanes | M4/M5 | Existing app bootstrap/router runtime access is classified as app shell behavior. |
| apps/web-demo/src/router/utils/guardEffects.ts | clearTimeout | web-app-bootstrap | C-02, C-05 | keep app bootstrap/router/env integration app-owned; move reusable primitives only in approved lanes | M4/M5 | Existing app bootstrap/router runtime access is classified as app shell behavior. |
| apps/web-demo/src/router/utils/guardEffects.ts | document | web-app-bootstrap | C-02, C-05 | keep app bootstrap/router/env integration app-owned; move reusable primitives only in approved lanes | M4/M5 | Existing app bootstrap/router runtime access is classified as app shell behavior. |
| apps/web-demo/src/router/utils/guardEffects.ts | setTimeout | web-app-bootstrap | C-02, C-05 | keep app bootstrap/router/env integration app-owned; move reusable primitives only in approved lanes | M4/M5 | Existing app bootstrap/router runtime access is classified as app shell behavior. |
| apps/web-demo/src/router/utils/helper.ts | addEventListener | web-app-bootstrap | C-02, C-05 | keep app bootstrap/router/env integration app-owned; move reusable primitives only in approved lanes | M4/M5 | Existing app bootstrap/router runtime access is classified as app shell behavior. |
| apps/web-demo/src/router/utils/helper.ts | history | web-app-bootstrap | C-02, C-05 | keep app bootstrap/router/env integration app-owned; move reusable primitives only in approved lanes | M4/M5 | Existing app bootstrap/router runtime access is classified as app shell behavior. |
| apps/web-demo/src/router/utils/helper.ts | import.meta.env | web-app-bootstrap | C-02, C-05 | keep app bootstrap/router/env integration app-owned; move reusable primitives only in approved lanes | M4/M5 | Existing app bootstrap/router runtime access is classified as app shell behavior. |
| apps/web-demo/src/router/utils/helper.ts | location | web-app-bootstrap | C-02, C-05 | keep app bootstrap/router/env integration app-owned; move reusable primitives only in approved lanes | M4/M5 | Existing app bootstrap/router runtime access is classified as app shell behavior. |
| apps/web-demo/src/router/utils/helper.ts | window | web-app-bootstrap | C-02, C-05 | keep app bootstrap/router/env integration app-owned; move reusable primitives only in approved lanes | M4/M5 | Existing app bootstrap/router runtime access is classified as app shell behavior. |
| apps/web-demo/src/stores/modules/session/permission.ts | import.meta.env | web-app-store | C-02, C-05, D-10 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/session/permission.ts | localStorage | web-app-store | C-02, C-05, D-10 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/session/user.ts | import.meta.env | web-app-store | C-02, C-05, D-10 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/session/user.ts | localStorage | web-app-store | C-02, C-05, D-10 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/system/device.ts | cancelAnimationFrame | web-app-store | B-10, C-02, C-05 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/system/device.ts | clearTimeout | web-app-store | B-10, C-02, C-05 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/system/device.ts | document | web-app-store | B-10, C-02, C-05 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/system/device.ts | requestAnimationFrame | web-app-store | B-10, C-02, C-05 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/system/device.ts | setTimeout | web-app-store | B-10, C-02, C-05 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/system/device.ts | visualViewport | web-app-store | B-10, C-02, C-05 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/system/device.ts | window | web-app-store | B-10, C-02, C-05 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/system/layout.ts | console | web-app-store | C-02, C-05 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/system/layout.ts | import.meta.env | web-app-store | C-02, C-05 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/system/layout.ts | localStorage | web-app-store | C-02, C-05 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/system/locale.ts | console | web-app-store | C-02, C-05 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/system/locale.ts | import.meta.env | web-app-store | C-02, C-05 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/system/locale.ts | localStorage | web-app-store | C-02, C-05 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/system/locale.ts | window | web-app-store | C-02, C-05 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/system/size.ts | console | web-app-store | B-09, C-02, C-05 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/system/size.ts | localStorage | web-app-store | B-09, C-02, C-05 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/system/theme.ts | addEventListener | web-app-store | B-11, C-02, C-05 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/system/theme.ts | console | web-app-store | B-11, C-02, C-05 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/system/theme.ts | import.meta.env | web-app-store | B-11, C-02, C-05 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/system/theme.ts | localStorage | web-app-store | B-11, C-02, C-05 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/stores/modules/system/theme.ts | removeEventListener | web-app-store | B-11, C-02, C-05 | keep concrete app state in store; extract pure/runtime primitives only in M5 | M5 | Existing store runtime access is exact-classified debt, not a new package allowance. |
| apps/web-demo/src/sync/runtime.ts | import.meta.env | app-runtime-integration | C-02, C-05 | keep sync/browser transport integration app-owned | M5 | Existing sync runtime access is classified as app infrastructure. |
| apps/web-demo/src/sync/socket.ts | addEventListener | app-runtime-integration | C-02, C-05 | keep sync/browser transport integration app-owned | M5 | Existing sync runtime access is classified as app infrastructure. |
| apps/web-demo/src/sync/socket.ts | crypto | app-runtime-integration | C-02, C-05 | keep sync/browser transport integration app-owned | M5 | Existing sync runtime access is classified as app infrastructure. |
| apps/web-demo/src/sync/systemPreferences/runtime.ts | console | app-runtime-integration | C-02, C-05 | keep sync/browser transport integration app-owned | M5 | Existing sync runtime access is classified as app infrastructure. |
| apps/web-demo/src/utils/date/dateUtils.ts | console | app-runtime-integration | C-02, C-05 | keep app date/time runtime integration local; avoid browser globals in packages/core | M5 | Existing date/time browser access is classified as app runtime integration. |
| apps/web-demo/src/utils/date/dateUtils.ts | window | app-runtime-integration | C-02, C-05 | keep app date/time runtime integration local; avoid browser globals in packages/core | M5 | Existing date/time browser access is classified as app runtime integration. |
| apps/web-demo/src/utils/date/timezone.ts | clearTimeout | app-runtime-integration | C-02, C-05 | keep app date/time runtime integration local; avoid browser globals in packages/core | M5 | Existing date/time browser access is classified as app runtime integration. |
| apps/web-demo/src/utils/date/timezone.ts | console | app-runtime-integration | C-02, C-05 | keep app date/time runtime integration local; avoid browser globals in packages/core | M5 | Existing date/time browser access is classified as app runtime integration. |
| apps/web-demo/src/utils/date/timezone.ts | fetch | app-runtime-integration | C-02, C-05 | keep app date/time runtime integration local; avoid browser globals in packages/core | M5 | Existing date/time browser access is classified as app runtime integration. |
| apps/web-demo/src/utils/date/timezone.ts | setTimeout | app-runtime-integration | C-02, C-05 | keep app date/time runtime integration local; avoid browser globals in packages/core | M5 | Existing date/time browser access is classified as app runtime integration. |
